accession,length,nb_contigs,category,filtering_method,serratax_id,serraplace_id,refseq_neighbour,refseq_pctid,refseq_quality,genome_neighbour,genome_pctid,genome_quality,fragment_neighbour,fragment_pctid,fragment_quality,platform
SRR11614672,478,1,D,bgc,,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,DI195813.1,100.0,partial,ILLUMINA
SRR11622082,29049,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.8,unknown,ILLUMINA
SRR11704820,240,1,D,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,99.2,partial,ILLUMINA
SRR11771998,29791,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779995,29866,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826826,29838,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828428,26855,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,74.9,unknown,ILLUMINA
SRR11859142,29942,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,ILLUMINA
SRR11907611,391,1,D,checkv,694009,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,90.5,unknown,ILLUMINA
SRR11915931,4502,3,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,95.1,unknown,ILLUMINA
SRR1193856,10124,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,95.4,unknown,ILLUMINA
SRR11951181,228,1,D,bgc,,,NC_038861.1,99.6,partial,NC_038861.1,99.6,partial,A65401.1,99.1,partial,ILLUMINA
SRR11953907,2363,3,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,96.1,unknown,ILLUMINA
SRR11968878,1799,3,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,95.1,unknown,BGISEQ
SRR12026440,1709,2,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,KF294457.1,80.1,unknown,ION_TORRENT
SRR1942952,31588,2,B,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,95.5,hiclip_suspicious,ILLUMINA
SRR4026659,1904,1,D,checkv,_unclassified_,,NC_005831.2,99.5,partial,AY518894.1,99.4,partial,MN026166.1,99.5,partial,ILLUMINA
SRR5438712,26393,2,B,checkv,11120,,NC_048213.1,94.5,unknown,JF828980.1,99.7,partial,MN548285.1,90.0,unknown,ILLUMINA
SRR6713885,28069,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.5,near_complete,MG546689.1,98.7,complete,ILLUMINA
SRR7617945,8111,3,C,checkv,2509481,,NC_001846.1,84.4,unknown,AF208066.1,84.7,unknown,KF294372.1,91.5,unknown,ILLUMINA
SRR8281084,27782,1,A,checkv,11120,,NC_001451.1,89.8,unknown,MH878976.1,100.0,partial,MN548285.1,90.8,unknown,ILLUMINA
ERR1301487,429,1,D,checkv,2724078,,NC_026011.1,98.1,partial,MH687978.1,99.8,partial,MH687975.1,98.6,partial,ILLUMINA
ERR1301878,5427,1,C,checkv,2691591,,NC_009657.1,86.8,unknown,MH687955.1,99.9,partial,KT346372.1,88.2,unknown,ILLUMINA
ERR2744263,6186,2,C,checkv,366617,,NC_032730.1,74.3,unknown,NC_032730.1,74.3,unknown,KY370045.1,74.4,unknown,ILLUMINA
ERR3180000,428,1,D,bgc,,,NC_026011.1,95.6,unknown,MH687969.1,99.3,partial,KY370047.1,95.1,unknown,ILLUMINA
ERR3199557,1417,3,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039603,9047,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.6,unknown,ILLUMINA
SRR11345720,1521,6,D,bgc,,,NC_019843.3,99.6,partial,NC_019843.3,99.6,partial,MF741832.1,99.2,partial,ILLUMINA
SRR11393271,22671,8,C,bgc,,,NC_045512.2,96.7,unknown,NC_045512.2,96.7,unknown,MT084071.1,84.6,unknown,OXFORD_NANOPORE
SRR11494611,15095,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.7,unknown,ILLUMINA
SRR11550059,3411,1,D,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,DI195813.1,94.7,unknown,ILLUMINA
SRR11577930,1979,1,D,checkv,694009,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT084071.1,93.0,unknown,ILLUMINA
SRR11578181,15473,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.3,unknown,ILLUMINA
SRR11579256,914,2,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,*,0,unmapped,OXFORD_NANOPORE
SRR11597219,29834,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622083,26308,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.3,unknown,ILLUMINA
SRR11704822,6584,2,C,checkv,,,NC_045512.2,97.6,partial,NC_045512.2,97.6,partial,MT084071.1,92.2,unknown,ILLUMINA
SRR11779996,29749,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.1,unknown,ILLUMINA
ERR4080641,5545,4,C,checkv,694009,,NC_045512.2,97.7,partial,MT374101.1,97.7,partial,MT084071.1,91.0,unknown,OXFORD_NANOPORE
ERR4129039,4584,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.8,unknown,OXFORD_NANOPORE
ERR4164820,9379,4,C,bgc,,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,89.8,unknown,OXFORD_NANOPORE
ERR4176357,7214,10,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.7,unknown,OXFORD_NANOPORE
ERR4182256,18058,4,C,checkv,694009,,NC_045512.2,98.6,partial,NC_045512.2,98.6,partial,MT084071.1,73.5,unknown,OXFORD_NANOPORE
ERR575778,1906,1,D,checkv,1335626,,NC_019843.3,99.8,partial,NC_019843.3,99.8,partial,KT036374.1,99.8,partial,ILLUMINA
ERR963084,18567,2,C,checkv,1335626,,NC_019843.3,99.7,partial,NC_019843.3,99.7,partial,KT036374.1,96.3,unknown,ILLUMINA
SRR11826827,29815,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828429,26930,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11859143,22408,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,86.0,unknown,ILLUMINA
SRR11915932,28382,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,68.9,unknown,ILLUMINA
SRR1193857,13434,1,C,checkv,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,96.4,unknown,ILLUMINA
SRR11953908,6861,3,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,69.5,unknown,ILLUMINA
SRR11954168,29850,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11968879,29926,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,BGISEQ
SRR12026441,3373,3,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,96.0,unknown,ION_TORRENT
SRR1942954,29962,2,B,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,95.5,hiclip_suspicious,ILLUMINA
SRR5438713,26837,2,B,checkv,11120,,NC_048213.1,94.5,unknown,JF828980.1,99.7,partial,MK618758.1,90.8,unknown,ILLUMINA
SRR6666075,23536,5,C,checkv,28295,,NC_003436.1,97.7,partial,MN037494.1,99.6,partial,MG546689.1,99.4,partial,ILLUMINA
SRR6713886,28161,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.6,partial,MG546689.1,98.8,near_complete,ILLUMINA
SRR7309839,2644,1,D,checkv,290028,,NC_006577.2,92.8,unknown,AY884001.1,99.8,partial,KF294371.1,76.9,unknown,ILLUMINA
SRR9426147,29340,1,A,checkv,12663,,NC_002306.3,93.7,hiclip_suspicious,KU215422.1,100.0,near_complete,KF530130.1,90.8,unknown,?
SRR5119411,1053,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6220840,493,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR7619063,330,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR7619062,551,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR8224165,1233,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR2852389,657,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR10854622,2102,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1301879,11048,2,C,checkv,,,NC_009657.1,95.4,unknown,MH687954.1,100.0,partial,KF294382.1,85.7,hiclip_suspicious,ILLUMINA
SRR4026695,2651,2,D,checkv,694003,,NC_006213.1,98.5,partial,MN306053.1,99.7,partial,AF058942.1,96.0,unknown,ILLUMINA
SRR5210372,638,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR5438715,1153,2,D,bgc,,,NC_048213.1,90.2,unknown,JF828980.1,91.9,unknown,M21515.1,91.6,unknown,ILLUMINA
SRR6713887,28127,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.7,near_complete,MG546689.1,98.7,near_complete,ILLUMINA
SRR7309840,1495,3,D,bgc,,,NC_006577.2,94.0,unknown,DQ415899.1,100.0,partial,KY370048.1,74.4,unknown,ILLUMINA
SRR9426158,29329,1,A,checkv,12663,,NC_002306.3,91.1,hiclip_suspicious,HQ392471.1,99.8,partial,KF530133.1,91.2,unknown,?
SRR9431063,938,1,D,bgc,,,NC_004718.3,99.9,partial,AY772062.1,99.9,partial,AH013708.2,99.9,partial,?
ERR2744264,1359,1,D,checkv,366617,,NC_032730.1,74.5,unknown,NC_032730.1,74.5,unknown,KY370050.1,75.3,unknown,ILLUMINA
ERR3199558,324,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080642,10901,10,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,74.6,unknown,?
ERR4129040,4487,6,D,checkv,694009,,NC_045512.2,99.7,partial,MT374101.1,99.7,partial,MT084071.1,95.8,unknown,OXFORD_NANOPORE
ERR4164821,4370,1,D,checkv,,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,78.8,unknown,OXFORD_NANOPORE
ERR4176358,5510,8,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.8,unknown,OXFORD_NANOPORE
ERR4182257,5430,2,C,bgc,,,NC_045512.2,98.1,hiclip_suspicious,NC_045512.2,98.1,hiclip_suspicious,KF294457.1,89.0,hiclip_suspicious,OXFORD_NANOPORE
ERR575779,27999,2,B,checkv,1335626,,NC_019843.3,99.7,partial,NC_019843.3,99.7,partial,KT036374.1,97.0,partial,ILLUMINA
ERR963086,39141,3,B,checkv,1335626,,NC_019843.3,99.7,partial,KU710265.1,99.9,partial,MF741832.1,99.8,partial,ILLUMINA
SRR10120764,1553,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039604,11608,1,C,checkv,,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,88.7,unknown,ILLUMINA
SRR11345721,1625,3,D,bgc,,,NC_019843.3,86.2,unknown,NC_019843.3,86.2,unknown,KT036374.1,99.3,partial,ILLUMINA
SRR11393272,13891,4,C,bgc,,,NC_045512.2,96.4,unknown,NC_045512.2,96.4,unknown,MT084071.1,68.6,unknown,OXFORD_NANOPORE
SRR11494612,21906,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.9,unknown,ILLUMINA
SRR11550060,3216,2,D,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,DI195813.1,100.0,partial,ILLUMINA
SRR11577931,17116,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR11578182,4348,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.4,unknown,ILLUMINA
SRR11579257,971,2,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,*,0,unmapped,OXFORD_NANOPORE
SRR11597220,1019,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.5,unknown,ILLUMINA
SRR11622084,14340,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.1,unknown,ILLUMINA
SRR11637251,8790,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,84.8,unknown,OXFORD_NANOPORE
SRR11704821,763,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,90.5,unknown,ILLUMINA
SRR5124214,376,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6220842,5214,3,C,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11772000,29857,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779997,29875,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11791588,1259,1,D,checkv,694009,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,95.2,unknown,ILLUMINA
SRR11826828,29822,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828430,27865,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.7,unknown,ILLUMINA
SRR11859144,13687,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.7,unknown,ILLUMINA
SRR11907613,4044,2,D,checkv,694009,,NC_045512.2,100.0,hiclip_suspicious,NC_045512.2,100.0,hiclip_suspicious,MT084071.1,98.0,hiclip_suspicious,ILLUMINA
SRR11915933,7598,3,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.5,unknown,ILLUMINA
SRR1193858,12593,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,96.3,unknown,ILLUMINA
SRR11951183,233,1,D,bgc,,,NC_038861.1,100.0,partial,NC_038861.1,100.0,partial,AY335549.1,98.7,partial,ILLUMINA
SRR11968880,30000,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,69.3,unknown,BGISEQ
SRR12026442,4377,3,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,73.4,unknown,ION_TORRENT
SRR1942956,29920,2,B,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,95.5,hiclip_suspicious,ILLUMINA
ERR4164822,14333,4,C,bgc,,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,91.6,unknown,OXFORD_NANOPORE
ERR4176359,7764,13,C,checkv,696098,,NC_045512.2,95.7,unknown,MT374101.1,95.7,unknown,MT084071.1,89.3,unknown,OXFORD_NANOPORE
ERR4182258,6079,2,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,76.4,hiclip_suspicious,OXFORD_NANOPORE
ERR575780,7608,2,C,checkv,,,NC_019843.3,99.6,partial,NC_019843.3,99.6,partial,MF741832.1,99.5,partial,ILLUMINA
ERR963087,34562,3,B,checkv,,,NC_019843.3,99.7,partial,KU710265.1,99.9,partial,KT036374.1,99.8,partial,ILLUMINA
SRR10010054,264,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039605,14584,1,C,checkv,,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,90.0,unknown,ILLUMINA
SRR11345722,1064,3,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,99.3,partial,ILLUMINA
SRR11393273,30975,2,B,checkv,694009,,NC_045512.2,99.9,complete,NC_045512.2,99.9,complete,MT084071.1,77.3,unknown,OXFORD_NANOPORE
SRR11479027,29811,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11494613,29924,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.4,unknown,ILLUMINA
SRR11550061,1440,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.8,unknown,ILLUMINA
SRR11577932,27291,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.9,unknown,ILLUMINA
SRR11578183,29936,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,ILLUMINA
SRR11597221,16275,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,85.4,unknown,MT084071.1,87.8,unknown,ILLUMINA
SRR11614675,1073,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.2,unknown,ILLUMINA
SRR11622085,27459,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.9,unknown,ILLUMINA
SRR11637252,486,1,D,checkv,696098,,NC_045512.2,95.7,unknown,MT374101.1,95.7,unknown,MT084071.1,87.7,unknown,OXFORD_NANOPORE
SRR11772001,29847,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779998,29871,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826829,29822,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828431,26892,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11859145,23313,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.5,unknown,ILLUMINA
SRR11907614,1696,2,D,checkv,694009,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,96.8,unknown,ILLUMINA
SRR11915934,29814,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.5,unknown,ILLUMINA
SRR1193859,11404,1,C,checkv,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,95.9,unknown,ILLUMINA
SRR11953910,935,1,D,checkv,694009,,NC_045512.2,99.3,partial,NC_045512.2,99.3,partial,MT084071.1,94.3,unknown,ILLUMINA
SRR11954170,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11968881,6639,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,BGISEQ
SRR1422851,2655,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR1942957,29907,2,B,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,95.5,hiclip_suspicious,ILLUMINA
SRR5438716,460,1,D,bgc,,,NC_010800.1,94.8,unknown,MK937828.1,94.6,unknown,M21515.1,93.7,unknown,ILLUMINA
SRR6713888,28034,1,A,checkv,28295,,NC_003436.1,96.8,unknown,KU893870.1,99.7,near_complete,MG546689.1,98.9,complete,ILLUMINA
SRR7977578,16396,1,C,checkv,,,NC_003436.1,99.3,partial,NC_003436.1,99.3,partial,MG546689.1,95.8,unknown,ILLUMINA
SRR8529853,2506,3,D,checkv,694005,,NC_001846.1,94.1,unknown,FJ647221.1,95.7,unknown,X00990.1,95.1,unknown,ILLUMINA
SRR9426169,28591,1,A,checkv,12663,,NC_002306.3,93.3,hiclip_suspicious,HQ012369.1,100.0,partial,KF530131.1,94.4,hiclip_suspicious,?
ERR1430561,888,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2194168,846,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2737424,450,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2744265,59123,2,B,checkv,694005,,NC_001846.1,93.0,unknown,NC_001846.1,93.0,unknown,MF416379.1,91.2,unknown,ILLUMINA
ERR2814650,2080,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3180004,850,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3199559,346,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6890780,357,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR8238800,317,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080643,16314,7,C,checkv,694009,,NC_045512.2,98.9,partial,NC_045512.2,98.9,partial,MT084071.1,71.7,unknown,?
ERR4129041,10753,8,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,95.1,unknown,OXFORD_NANOPORE
ERR1301490,31095,1,A,checkv,2724078,,NC_001846.1,77.3,unknown,MH687968.1,100.0,complete,KY370049.1,87.2,unknown,ILLUMINA
ERR2744266,62036,3,B,checkv,694005,,NC_001846.1,87.8,unknown,MF618252.1,91.3,unknown,MF416379.1,87.5,unknown,ILLUMINA
SRR1942960,13290,1,C,checkv,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,96.4,unknown,ILLUMINA
SRR5438717,3016,2,D,bgc,,,NC_048213.1,94.3,unknown,JF828980.1,98.7,partial,MK618758.1,91.6,unknown,ILLUMINA
SRR6325790,3086,1,D,checkv,694005,,NC_001846.1,92.3,unknown,FJ647224.1,93.7,unknown,MF416379.1,91.9,unknown,BGISEQ
SRR6713889,27999,1,A,checkv,28295,,NC_003436.1,96.6,unknown,KU893870.1,99.5,near_complete,MG546689.1,98.7,complete,ILLUMINA
SRR9426180,29341,1,A,checkv,,,NC_002306.3,89.7,unknown,HQ012370.1,99.9,partial,KF530127.1,95.2,unknown,?
ERR3180012,1845,1,D,checkv,2724078,,NC_026011.1,96.3,unknown,MH687977.1,97.7,partial,MH687975.1,97.9,partial,ILLUMINA
ERR4080644,36358,9,B,checkv,694009,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT084071.1,74.6,unknown,OXFORD_NANOPORE
ERR4129042,42884,58,B,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,94.9,unknown,OXFORD_NANOPORE
ERR4164823,13817,3,C,bgc,,,NC_045512.2,38.9,hiclip_suspicious,NC_045512.2,38.9,hiclip_suspicious,MT084071.1,93.7,hiclip_suspicious,OXFORD_NANOPORE
ERR4176360,5884,8,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,93.7,unknown,OXFORD_NANOPORE
ERR4182259,13494,3,C,checkv,694009,,NC_045512.2,97.7,partial,NC_045512.2,97.7,partial,MT084071.1,73.8,unknown,OXFORD_NANOPORE
ERR575781,28671,3,B,checkv,1335626,,NC_019843.3,99.6,partial,KU710265.1,99.8,partial,KT036374.1,99.8,partial,ILLUMINA
ERR963088,9176,3,C,checkv,,,NC_019843.3,99.7,partial,NC_019843.3,99.7,partial,MF741832.1,99.7,partial,ILLUMINA
SRR11039606,9372,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.9,unknown,ILLUMINA
SRR11345723,760,3,D,bgc,,,NC_019843.3,99.2,partial,NC_019843.3,99.2,partial,MF741832.1,98.8,partial,ILLUMINA
SRR11393274,5024,1,C,checkv,694009,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT084071.1,83.2,unknown,OXFORD_NANOPORE
SRR11479028,29995,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,?
SRR11494614,35819,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.9,unknown,ILLUMINA
SRR11550062,1739,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.8,unknown,ILLUMINA
SRR11577933,3062,4,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.2,unknown,ILLUMINA
SRR11578184,22830,3,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,73.2,unknown,ILLUMINA
SRR11597222,20043,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.9,unknown,ILLUMINA
SRR11614676,815,1,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,DI195813.1,90.3,unknown,ILLUMINA
SRR11622086,30279,5,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.5,unknown,ILLUMINA
SRR11637253,12996,6,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,85.3,unknown,OXFORD_NANOPORE
SRR11667145,3123,5,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.8,unknown,ILLUMINA
SRR11772002,29836,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779999,29681,1,A,checkv,694009,,NC_045512.2,99.4,near_complete,NC_045512.2,99.4,near_complete,MT084071.1,76.6,unknown,ILLUMINA
